ID,year,model,brand,AmountSold
1,2008,cruiser,toyota,274117
2,2011,se,ford,190552
3,2018,mpv,dodge,39590
4,2014,door,ford,64146
5,2018,1500,chevrolet,6654
6,2018,mpv,dodge,45561
7,2010,pk,chevrolet,149050
8,2017,door,gmc,23525
9,2018,malibu,chevrolet,9371
10,2017,mpv,ford,63418
11,2009,coupe,dodge,107856
12,2017,mpv,gmc,39650
13,2018,1500,chevrolet,22909
14,2017,wagon,chrysler,138650
15,2013,door,ford,100757
16,2017,door,gmc,25747
17,2018,forte,kia,46194
18,2018,encore,buick,20002
19,2017,mpv,ford,35714
20,2013,door,ford,54380
21,2017,door,gmc,30114
22,2018,forte,kia,38823
23,2015,door,chevrolet,61578
24,2017,mpv,ford,46010
25,2013,door,ford,105510
26,2017,door,gmc,28040
27,2020,sorento,kia,11451
28,2014,door,buick,31039
29,2017,doors,ford,44174
30,2008,chassis,ford,93698
31,2017,door,gmc,26364
32,2016,q70,infiniti,71967
33,1973,camaro,chevrolet,46226
34,2017,mpv,ford,37792
35,2003,convertible,ford,58817
36,2017,door,gmc,27965
37,2016,vans,mercedes-benz,110907
38,2018,1500,chevrolet,2430
39,2017,mpv,ford,32366
40,2003,pk,ford,176567
41,2017,door,gmc,30049
42,2016,vans,mercedes-benz,97983
43,2018,1500,chevrolet,30442
44,2017,mpv,ford,38123
45,2017,srw,ford,15273
46,2017,door,gmc,28972
47,2019,compass,jeep,30061
48,2017,malibu,chevrolet,18414
49,2017,mpv,dodge,46829
50,2017,srw,ford,26241
51,2017,mpv,gmc,39886
52,2019,compass,jeep,31594
53,2017,enclave,buick,32107
54,2017,mpv,ford,44794
55,2019,300,chrysler,42648
56,2017,mpv,gmc,39165
57,2019,cherokee,jeep,38355
58,2017,door,buick,46766
59,2020,pacifica,chrysler,2473
60,2019,300,chrysler,38586
61,2017,door,gmc,27842
62,2019,cherokee,jeep,31156
63,2017,door,chevrolet,52435
64,2017,door,ford,29942
65,2019,pacifica,chrysler,25281
66,2017,door,gmc,32504
67,2019,cherokee,jeep,28649
68,2017,door,chevrolet,35200
69,2017,door,ford,25602
70,2019,300,chrysler,34801
71,2017,door,gmc,31009
72,2019,compass,jeep,35595
73,2017,x3,bmw,23765
74,2017,door,ford,31792
75,2019,300,chrysler,33135
76,2017,door,gmc,30636
77,2019,compass,jeep,34502
78,2017,door,buick,25434
79,2017,door,ford,36732
80,2019,300,chrysler,41792
81,2017,door,gmc,31992
82,2019,compass,jeep,32501
83,2017,camaro,chevrolet,28395
84,2017,door,ford,36139
85,2016,door,ford,84413
86,2017,door,gmc,33457
87,2019,compass,jeep,29245
88,2017,equinox,chevrolet,12783
89,2017,door,ford,17617
90,2016,door,ford,36855
91,2017,door,ford,110316
92,2015,door,chrysler,88227
93,2017,door,bmw,17626
94,2017,door,ford,120353
95,2015,challenger,dodge,3641
96,2017,m,bmw,29355
97,2017,door,ford,39333
98,2015,door,ford,42930
99,2017,colorado,chevrolet,24993
100,2017,mpv,ford,44929
101,2018,focus,ford,16971
102,2017,door,cadillac,35598
103,2017,mpv,ford,40455
104,2018,focus,ford,23164
105,2017,door,cadillac,19011
106,2017,mpv,ford,45191
107,2018,focus,ford,21405
108,2017,malibu,chevrolet,19117
109,2017,door,ford,42104
110,2018,durango,dodge,49496
111,2017,door,cadillac,32418
112,2017,mpv,ford,29882
113,2018,escape,ford,34819
114,2017,1500,chevrolet,31923
115,2017,mpv,ford,29168
116,2018,charger,dodge,28307
117,2017,colorado,chevrolet,33791
118,2017,door,ford,21770
119,2017,pacifica,chrysler,18375
120,2017,colorado,chevrolet,14158
121,2017,mpv,ford,30318
122,2017,door,ford,48086
123,2017,door,cadillac,26562
124,2017,explorer,ford,57611
125,2017,colorado,chevrolet,47357
126,2017,door,ford,84916
127,2017,f-150,ford,24521
128,2018,3500,chevrolet,16105
129,2017,mpv,ford,35888
130,2017,caravan,dodge,59537
131,2017,1500,chevrolet,55222
132,2018,mpv,dodge,32870
133,2017,door,chevrolet,39687
134,2018,mpv,dodge,47085
135,2017,van,chrysler,32224
136,2017,1500,chevrolet,51293
137,2018,mpv,dodge,42989
138,2017,300,chrysler,31311
139,2017,1500,chevrolet,46091
140,2016,dart,dodge,49033
141,2018,mpv,dodge,33957
142,2008,van,dodge,177948
143,2017,2500,chevrolet,19845
144,2018,doors,dodge,38910
145,2014,door,dodge,123660
146,2017,1500,chevrolet,31234
147,2018,doors,dodge,36767
148,2015,esv,cadillac,57932
149,2018,mpv,dodge,19420
150,2014,cutaway,ford,204155
151,2016,1500,chevrolet,93493
152,2018,doors,chrysler,20942
153,2016,door,ford,86826
154,2015,door,chevrolet,45787
155,2018,mpv,dodge,50765
156,2016,explorer,ford,62774
157,2011,door,chevrolet,76326
158,2018,mpv,dodge,39029
159,2016,el,ford,72885
160,2016,door,cadillac,46467
161,2018,mpv,dodge,6743
162,2016,edge,ford,33514
163,2016,series,bmw,39917
164,2018,doors,dodge,32504
165,2016,door,ford,77638
166,2016,series,bmw,31727
167,2018,doors,dodge,52966
168,2016,flex,ford,24157
169,2016,door,buick,51393
170,2018,doors,dodge,35461
171,2014,door,ford,47055
172,2016,series,bmw,33110
173,2018,mpv,dodge,39721
174,2014,door,ford,75785
175,2016,1500,chevrolet,33624
176,2017,door,ford,42289
177,2014,door,ford,79422
178,2016,door,chevrolet,28844
179,2017,door,ford,66582
180,2015,door,ford,61436
181,2016,door,chevrolet,58303
182,2017,mpv,ford,55618
183,2009,van,chevrolet,261648
184,2016,door,chevrolet,33045
185,2017,door,ford,40747
186,2002,pk,dodge,185460
187,2016,srx,cadillac,26667
188,2017,door,ford,37176
189,2000,door,chrysler,231240
190,2016,colorado,chevrolet,18006
191,2017,door,ford,72445
192,2014,door,ford,123355
193,2016,1500,chevrolet,44116
194,2017,door,ford,60219
195,2011,door,ford,135077
196,2016,door,chevrolet,32058
197,2017,mpv,ford,76858
198,2011,cab,ford,309564
199,2016,door,chevrolet,33928
200,2017,wagon,ford,90618
201,2001,pickup,dodge,109360
202,2016,door,chevrolet,71809
203,2017,doors,ford,31563
204,2005,pickup,dodge,219823
205,2018,malibu,chevrolet,42090
206,2017,door,ford,126523
207,2020,vehicl,chevrolet,7232
208,2017,encore,buick,60171
209,2017,wagon,ford,209915
210,2005,door,chrysler,151815
211,2020,camaro,chevrolet,13826
212,2017,mpv,ford,55854
213,2016,door,ford,45757
214,2020,trax,chevrolet,16545
215,2017,door,ford,112893
216,2016,door,ford,126802
217,2020,tahoe,chevrolet,13303
218,2017,door,ford,34061
219,2015,door,ford,70251
220,2020,tahoe,chevrolet,13679
221,2017,doors,ford,42426
222,2012,door,dodge,66452
223,2020,trax,chevrolet,18221
224,2017,mpv,ford,41455
225,2011,door,dodge,35275
226,2020,tahoe,chevrolet,13885
227,2017,door,ford,38815
228,2011,door,dodge,162281
229,2013,door,chevrolet,56479
230,2017,doors,ford,61027
231,2014,van,ford,178703
232,2014,3500,chevrolet,173469
233,2017,door,ford,37321
234,2014,door,ford,112789
235,2011,door,bmw,80394
236,2016,door,ford,68142
237,2014,door,dodge,74203
238,2018,2500,chevrolet,57604
239,2016,van,dodge,87229
240,2012,door,ford,90711
241,2018,suburban,chevrolet,11135
242,2016,mpv,ford,66781
243,2011,cargo,ford,190994
244,2018,2500,chevrolet,56007
245,2016,mpv,ford,32486
246,2011,door,ford,195908
247,2018,equinox,chevrolet,18020
248,2016,mpv,dodge,83262
249,2008,pickup,ford,62015
250,2017,equinox,chevrolet,36421
251,2016,door,ford,73321
252,2008,chassis,ford,132379
253,2017,equinox,chevrolet,28013
254,2016,mpv,ford,33291
255,2005,chassis,ford,225236
256,2016,door,chevrolet,43176
257,2016,mpv,ford,36876
258,2006,pickup,dodge,111782
259,2017,door,chevrolet,110489
260,2016,door,ford,84035
261,2012,door,ford,131101
262,2018,1500,chevrolet,52521
263,2016,door,ford,101380
264,2003,van,ford,142027
265,2016,door,ford,111476
266,2011,drw,ford,76897
267,2019,malibu,chevrolet,15780
268,2016,door,ford,31944
269,2019,fiesta,ford,18937
270,2019,van,chevrolet,9706
271,2016,doors,ford,57289
272,2019,fiesta,ford,19956
273,2019,van,chevrolet,6075
274,2016,door,ford,21034
275,2019,fiesta,ford,22881
276,2013,door,chevrolet,167600
277,2016,door,ford,37252
278,2019,challenger,dodge,10944
279,2019,impala,chevrolet,27601
280,2019,doors,ford,15958
281,2019,durango,dodge,32251
282,2019,impala,chevrolet,25809
283,2017,cab,ford,30553
284,2019,durango,dodge,26549
285,2007,door,dodge,160528
286,2000,door,ford,124969
287,2019,doors,ford,15854
288,2017,door,hyundai,56690
289,2013,door,kia,97142
290,2019,mpv,jeep,10185
291,2009,door,mazda,117541
292,2019,soul,kia,23514
293,2017,sorento,kia,86959
294,1998,pickup,chevrolet,258631
295,2017,door,ford,67279
296,2019,doors,ford,16482
297,2017,elantra,hyundai,35687
298,2003,door,honda,152608
299,2019,mpv,jeep,17911
300,2019,mpv,infiniti,21278
301,2011,door,chevrolet,47269
302,2008,door,chevrolet,172102
303,2006,wagon,ford,26914
304,2017,door,ford,67217
305,2017,door,ford,78698
306,2003,door,ford,246065
307,2017,mpv,gmc,41961
308,2019,mpv,jeep,13273
309,2019,mpv,infiniti,31713
310,2004,door,chevrolet,0
311,2003,door,chevrolet,194673
312,2008,pickup,chevrolet,325611
313,2017,f-150,ford,50732
314,1998,van,ford,186855
315,2013,door,ford,94004
316,2017,mpv,gmc,52904
317,2019,mpv,jeep,14195
318,2019,mpv,jeep,43965
319,2009,door,chevrolet,117059
320,2010,pickup,chevrolet,149189
321,2007,door,dodge,112182
322,2017,door,ford,49024
323,1994,chassis,ford,0
324,1997,door,ford,203297
325,2017,mpv,gmc,35821
326,2018,pioneer,heartland,1
327,2019,mpv,infiniti,32611
328,2011,door,chevrolet,105244
329,2008,van,chrysler,164048
330,2017,door,ford,46955
331,1996,door,ford,296860
332,2006,door,ford,203158
333,2017,mpv,gmc,70443
334,2012,trail,heartland,1
335,2019,mpv,infiniti,18229
336,2014,door,chevrolet,87673
337,2018,traverse,chevrolet,42941
338,2007,door,chrysler,104405
339,2017,door,ford,57186
340,2002,door,ford,214800
341,2004,door,ford,236980
342,2017,mpv,gmc,59808
343,2011,country,heartland,1
344,2019,mpv,infiniti,20681
345,2010,door,chevrolet,137422
346,2015,door,ford,102700
347,2017,door,ford,53270
348,2004,door,gmc,235348
349,2017,mpv,gmc,27195
350,2009,sundance,heartland,1
351,2019,doors,jaguar,20849
352,2008,door,chevrolet,159266
353,2015,door,ford,143818
354,2017,f-150,ford,67347
355,2009,pickup,ford,180364
356,2009,door,ford,184889
357,2017,mpv,gmc,117400
358,2010,country,heartland,1
359,2019,mpv,jeep,47798
360,2008,door,chevrolet,130623
361,2015,door,ford,124542
362,2017,door,ford,47129
363,1994,pickup,ford,206162
364,2001,pk,ford,229886
365,2017,mpv,gmc,19490
366,2019,mpv,jeep,12038
367,2019,mpv,hyundai,43536
368,2004,door,chevrolet,308451
369,2015,door,ford,100893
370,2017,door,ford,90304
371,1997,door,ford,146912
372,1998,door,ford,131367
373,2017,mpv,gmc,31394
374,2019,mpv,infiniti,25933
375,2008,door,acura,118250
376,2013,door,bmw,46060
377,2015,door,ford,50593
378,2017,door,ford,62387
379,2009,door,gmc,169634
380,2016,van,honda,72527
381,2016,road/street,harley-davidson,9502
382,2010,door,honda,217290
383,2019,mpv,infiniti,17243
384,2007,door,chevrolet,194903
385,2015,door,ford,82899
386,2017,door,ford,76418
387,2003,door,gmc,138441
388,2006,pickup,ford,240740
389,2016,mpv,honda,71404
390,2019,doors,hyundai,30382
391,2009,door,acura,179389
392,2000,coupe,cadillac,105169
393,2015,door,ford,82534
394,2017,door,ford,55732
395,2010,door,ford,198596
396,1998,door,ford,300021
397,2015,door,honda,83623
398,2014,door,jeep,108895
399,1999,door,jeep,226972
400,2020,series,bmw,7509
401,2006,door,buick,137464
402,2014,series,bmw,33542
403,2015,door,ford,74754
404,2017,door,ford,27661
405,2010,door,ford,115241
406,1984,door,ford,41577
407,2015,van,honda,109027
408,2014,door,jeep,72732
409,2001,door,jeep,126400
410,2008,door,audi,177422
411,1995,door,chevrolet,274706
412,2008,coupe,bmw,77984
413,2017,series,bmw,23177
414,2015,door,ford,26911
415,2019,srw,ford,21527
416,2014,door,ford,56461
417,2015,door,honda,95128
418,2014,doors,hyundai,122975
419,2014,doors,honda,162824
420,2008,wagon,kia,148463
421,2005,door,audi,181896
422,2000,door,bmw,216657
423,2012,door,gmc,140339
424,2019,mpv,infiniti,26786
425,2019,doors,hyundai,35623
426,2019,nautilus,lincoln,14541
427,2020,gx,lexus,8186
428,2018,doors,nissan,36739
429,2017,mpv,nissan,42616
430,2017,q5,audi,65833
431,2008,coupe,chevrolet,123515
432,2015,door,cadillac,36122
433,2011,door,chevrolet,88359
434,2017,f-150,ford,35905
435,2017,door,ford,35747
436,2004,door,ford,167011
437,2012,door,gmc,105020
438,2019,mpv,infiniti,11047
439,2019,doors,hyundai,31233
440,2019,gle,mercedes-benz,19427
441,2017,sportage,kia,71991
442,2018,doors,nissan,29043
443,2017,doors,nissan,36064
444,2008,coupe,chevrolet,270080
445,2015,5,audi,47213
446,2011,door,ford,116480
447,2017,door,ford,72084
448,2001,pickup,ford,295780
449,2011,door,gmc,148035
450,2019,mpv,infiniti,11396
451,2019,mpv,hyundai,33785
452,2018,sport,land,20103
453,2018,discovery,land,32387
454,2018,doors,mercedes-benz,48140
455,2017,doors,nissan,34861
456,2006,door,chevrolet,268040
457,2011,door,chrysler,114119
458,2017,f-150,ford,34165
459,2018,door,gmc,27442
460,2011,door,gmc,144792
461,2019,mpv,infiniti,11394
462,2019,mpv,jeep,30546
463,2018,sport,land,23745
464,2015,door,hyundai,88274
465,2018,doors,nissan,38349
466,2017,doors,nissan,30142
467,2007,door,chevrolet,267834
468,2014,door,bmw,44730
469,2011,cab,chevrolet,92476
470,2017,f-150,ford,25698
471,2010,pk,ford,155242
472,2018,acadia,gmc,54332
473,2011,cab,gmc,119215
474,2019,mpv,jeep,8930
475,2019,mpv,jeep,46985
476,2018,sport,land,30220
477,2017,ghibli,maserati,37021
478,2018,doors,nissan,43152
479,2017,doors,nissan,34318
480,2011,door,chevrolet,88287
481,2011,door,chevrolet,105486
482,2017,door,ford,19850
483,2014,door,ford,116535
484,2019,1500,gmc,15777
485,2009,mpv,gmc,87448
486,2019,mpv,jeep,8395
487,2019,mpv,hyundai,30121
488,2018,glc,mercedes-benz,33687
489,2017,e-class,mercedes-benz,37561
490,2018,cab,nissan,32256
491,2012,truck,peterbilt,902041
492,2017,doors,nissan,25255
493,2006,van,chevrolet,165327
494,2006,cutaway,chevrolet,118009
495,2011,utility,chevrolet,114547
496,2017,f-150,ford,18647
497,1996,pickup,ford,252588
498,2019,limited,gmc,16669
499,2017,doors,honda,47970
500,2019,mpv,jeep,12905
501,2019,mpv,jeep,22123
502,2018,gle,mercedes-benz,40780
503,2017,sl-class,mercedes-benz,25302
504,2017,mpv,lexus,36596
505,2012,truck,peterbilt,0
506,2017,door,ram,30421
507,2012,door,chevrolet,134938
508,2005,door,chevrolet,135675
509,2015,door,dodge,17355
510,2017,door,ford,27773
511,2010,door,ford,86841
512,2017,mpv,gmc,58366
513,2019,mpv,jeep,11229
514,2019,mpv,hyundai,27492
515,2005,door,lincoln,89705
516,2016,mpv,nissan,41654
517,2009,truck,peterbilt,982486
518,2017,doors,nissan,31954
519,2008,door,chevrolet,172102
520,2004,pickup,chevrolet,173321
521,2015,door,dodge,93423
522,2017,f-150,ford,14053
523,2008,door,ford,145483
524,2017,door,honda,25956
525,2019,mpv,jeep,12253
526,2019,doors,hyundai,34895
527,2016,cx-3,mazda,47753
528,2016,door,kia,39408
529,2010,truck,peterbilt,1017936
530,2017,doors,nissan,33599
531,2003,door,chevrolet,194673
532,2003,pickup,chevrolet,507985
533,2010,door,ford,185983
534,2017,door,ford,28464
535,2007,door,ford,154989
536,2017,doors,honda,16702
537,2019,mpv,jeep,11449
538,2019,mpv,hyundai,25847
539,2015,door,mercedes-benz,49772
540,2015,door,nissan,83915
541,2017,doors,nissan,40306
542,2010,pickup,chevrolet,149189
543,2001,door,chevrolet,149543
544,2010,coupe,chevrolet,69622
545,2017,door,ford,36295
546,1993,door,gmc,0
547,2018,2500hd,gmc,14856
548,2017,mpv,honda,44129
549,2019,mpv,jeep,10861
550,2012,door,hyundai,142106
551,2015,door,mercedes-benz,82411
552,2015,door,hyundai,111612
553,2017,doors,nissan,35251
554,2017,door,chevrolet,50408
555,2019,f-150,ford,15630
556,2017,door,chevrolet,53273
557,2019,f-150,ford,14786
558,2017,door,chevrolet,85315
559,2019,f-150,ford,16146
560,2017,door,chevrolet,76211
561,2019,f-150,ford,15265
562,2017,door,chevrolet,79965
563,2019,f-150,ford,16059
564,2017,door,chevrolet,62739
565,2019,f-150,ford,15569
566,2017,door,chevrolet,58932
567,2019,f-150,ford,17488
568,2017,door,chevrolet,60733
569,2019,f-150,ford,18550
570,2018,impala,chevrolet,53194
571,2019,f-150,ford,17644
572,2016,van,chevrolet,34454
573,2019,f-150,ford,17684
574,2015,door,chevrolet,83279
575,2019,f-150,ford,16600
576,2015,door,chevrolet,107971
577,2019,f-150,ford,17801
578,2015,colorado,chevrolet,94150
579,2019,f-150,ford,17159
580,2015,van,chevrolet,80711
581,2019,f-150,ford,17983
582,2013,door,chevrolet,119981
583,2019,f-150,ford,17851
584,2013,sonic,chevrolet,66079
585,2019,f-150,ford,18174
586,2019,sonic,chevrolet,7654
587,2019,f-150,ford,18759
588,2019,colorado,chevrolet,11564
589,2019,f-150,ford,18901
590,2016,door,chevrolet,86541
591,2019,f-150,ford,21157
592,2015,corvette,chevrolet,29937
593,2019,f-150,ford,23964
594,2015,door,chevrolet,58504
595,2019,f-150,ford,20154
596,2014,mdx,acura,63500
597,2019,f-150,ford,23294
598,2016,series,bmw,24293
599,2019,f-150,ford,20343
600,2016,encore,buick,19655
601,2019,f-150,ford,19100
602,2019,f-150,ford,20014
603,2019,f-150,ford,21774
604,2019,f-150,ford,21201
605,2019,f-150,ford,21766
606,2019,enclave,buick,12406
607,2019,flex,ford,17977
608,2019,flex,ford,22805
609,2019,xt5,cadillac,16013
610,2019,flex,ford,14382
611,2019,flex,ford,9660
612,2019,flex,ford,18969
613,2019,f-150,ford,24730
614,2019,flex,ford,15847
615,2019,f-150,ford,25009
616,2017,series,bmw,22115
617,2019,flex,ford,11836
618,2017,door,buick,23765
619,2019,f-150,ford,25508
620,2019,flex,ford,18196
621,2019,flex,ford,16106
622,2017,door,buick,14907
623,2019,fusion,ford,12735
624,2017,sorento,kia,53424
625,2017,door,buick,17940
626,2019,flex,ford,17417
627,2017,door,kia,37125
628,2017,x3,bmw,61428
629,2019,flex,ford,17025
630,2017,sorento,kia,37668
631,2019,fusion,ford,15805
632,2017,sorento,kia,43761
633,2019,mustang,ford,11342
634,2017,equinox,chevrolet,35664
635,2017,cutaway,chevrolet,12780
636,2017,door,chevrolet,38458
637,2017,door,chevrolet,34420
638,2017,door,chevrolet,46497
639,2017,1500,chevrolet,21268
640,2017,1500,chevrolet,31029
641,2017,1500,chevrolet,40878
642,2016,1500,chevrolet,20270
643,2016,door,chevrolet,32984
644,2016,door,chevrolet,75506
645,2016,door,chevrolet,39951
646,2016,corvette,chevrolet,19403
647,2016,corvette,chevrolet,4445
648,2016,malibu,chevrolet,67527
649,2016,door,chevrolet,33588
650,2016,door,chevrolet,10103
651,2016,door,chevrolet,26474
652,2016,door,chevrolet,40253
653,2016,3500,chevrolet,39624
654,2016,door,chevrolet,48705
655,2016,trax,chevrolet,19659
656,2015,door,chevrolet,91299
657,2015,door,chevrolet,81614
658,2020,trax,chevrolet,179
659,2019,1500,chevrolet,5523
660,2019,equinox,chevrolet,29841
661,2019,1500,chevrolet,8516
662,2018,traverse,chevrolet,42941
663,2017,trax,chevrolet,27498
664,2017,1500,chevrolet,31141
665,2017,1500,chevrolet,20784
666,2017,passenger,chevrolet,52667
667,2017,volt,chevrolet,26003
668,2016,corvette,chevrolet,4266
669,2015,door,chevrolet,32332
670,2018,passenger,chevrolet,44333
671,2019,tahoe,chevrolet,36198
672,2019,tahoe,chevrolet,33331
673,2019,suburban,chevrolet,43082
674,2019,camaro,chevrolet,24561
675,2019,van,chevrolet,13485
676,2019,van,chevrolet,15524
677,2019,van,chevrolet,8996
678,2019,malibu,chevrolet,47282
679,2019,suburban,chevrolet,34470
680,2018,colorado,chevrolet,87264
681,2017,2500,chevrolet,114344
682,2017,2500,chevrolet,111635
683,2017,1500,chevrolet,103955
684,2016,door,chevrolet,66640
685,2014,door,chevrolet,122018
686,2018,tahoe,chevrolet,46915
687,2018,malibu,chevrolet,53599
688,2018,1500,chevrolet,41672
689,2018,malibu,chevrolet,36047
690,2018,spark,chevrolet,42561
691,2018,1500,chevrolet,40345
692,2018,malibu,chevrolet,41751
693,2016,door,chevrolet,27593
694,2017,door,chevrolet,24009
695,2017,1500,chevrolet,85697
696,2019,equinox,chevrolet,25223
697,2015,door,chevrolet,27927
698,2014,door,chevrolet,135127
699,2018,2500,chevrolet,55532
700,2019,2500,chevrolet,72172
701,2018,2500,chevrolet,57751
702,2013,door,chevrolet,96314
703,2013,door,chevrolet,89152
704,2014,door,chevrolet,114660
705,2014,1500,chevrolet,177322
706,2019,1500,chevrolet,36423
707,2019,van,chevrolet,23759
708,2013,door,chevrolet,120667
709,2017,colorado,chevrolet,65344
710,2018,suburban,chevrolet,51347
711,2017,volt,chevrolet,52322
712,2017,door,chevrolet,67620
713,2017,1500,chevrolet,59965
714,2017,1500,chevrolet,28739
715,2016,trax,chevrolet,77429
716,2017,1500,chevrolet,20847
717,2016,trax,chevrolet,44280
718,2016,door,chevrolet,86031
719,2019,equinox,chevrolet,7622
720,2019,traverse,chevrolet,8067
721,2018,trax,chevrolet,16502
722,2019,1500,chevrolet,20681
723,2016,door,chevrolet,54655
724,2016,door,chevrolet,57825
725,2016,door,chevrolet,58856
726,2015,colorado,chevrolet,85072
727,2015,door,chevrolet,79506
728,2015,door,chevrolet,85301
729,2015,1500,chevrolet,69377
730,2020,equinox,chevrolet,15577
731,2020,traverse,chevrolet,23470
732,2020,impala,chevrolet,18715
733,2012,cruze,chevrolet,61258
734,2012,door,chevrolet,131791
735,2019,suburban,chevrolet,35705
736,2019,suburban,chevrolet,48982
737,2019,ld,chevrolet,33745
738,2019,suburban,chevrolet,42267
739,2019,tahoe,chevrolet,46863
740,2019,suburban,chevrolet,36443
741,2019,impala,chevrolet,14939
742,2019,malibu,chevrolet,22026
743,2019,suburban,chevrolet,38278
744,2019,suburban,chevrolet,46149
745,2018,suburban,chevrolet,48427
746,2018,suburban,chevrolet,48807
747,2018,suburban,chevrolet,52618
748,2018,suburban,chevrolet,46494
749,2018,1500,chevrolet,56296
750,2017,suburban,chevrolet,33909
751,2017,suburban,chevrolet,33028
752,2016,camaro,chevrolet,44653
753,2017,door,chevrolet,80516
754,2017,van,chevrolet,105151
755,2017,van,chevrolet,78368
756,2018,equinox,chevrolet,78956
757,2018,equinox,chevrolet,88564
758,2015,door,chevrolet,78800
759,2012,door,chevrolet,111856
760,2015,door,chevrolet,80946
761,2017,traverse,chevrolet,83168
762,2017,traverse,chevrolet,58606
763,2014,van,chevrolet,82020
764,2014,door,chevrolet,102500
765,2019,van,chevrolet,8150
766,2019,van,chevrolet,6159
767,2019,van,chevrolet,5938
768,2019,van,chevrolet,9019
769,2018,malibu,chevrolet,45836
770,2016,3500,chevrolet,60215
771,2015,tahoe,chevrolet,125507
772,2016,door,chevrolet,90944
773,2015,tahoe,chevrolet,82785
774,2014,1500,chevrolet,150525
775,2013,door,chevrolet,112267
776,2013,door,chevrolet,139394
777,2013,door,chevrolet,82543
778,2019,equinox,chevrolet,13532
779,2018,1500,chevrolet,14751
780,2018,camaro,chevrolet,11150
781,2016,colorado,chevrolet,91248
782,2016,1500,chevrolet,65336
783,2016,1500,chevrolet,48974
784,2016,1500,chevrolet,40011
785,2019,equinox,chevrolet,37444
786,2019,equinox,chevrolet,43199
787,2019,equinox,chevrolet,43589
788,2019,equinox,chevrolet,32870
789,2019,equinox,chevrolet,38826
790,2019,equinox,chevrolet,33739
791,2019,passenger,chevrolet,35309
792,2019,impala,chevrolet,32248
793,2019,impala,chevrolet,36165
794,2019,impala,chevrolet,29922
795,2019,impala,chevrolet,26848
796,2019,impala,chevrolet,41163
797,2017,cruze,chevrolet,32856
798,2017,impala,chevrolet,100315
799,2013,door,chevrolet,91638
800,2015,door,chevrolet,83173
801,2014,door,chevrolet,94356
802,2015,door,chevrolet,85792
803,2014,door,chevrolet,129068
804,2019,ld,chevrolet,27665
805,2019,ld,chevrolet,25427
806,2013,door,chevrolet,78198
807,2020,colorado,chevrolet,13886
808,2019,impala,chevrolet,34538
809,2018,charger,dodge,20575
810,2018,charger,dodge,26026
811,2012,door,dodge,99015
812,2019,caravan,dodge,27327
813,2019,journey,dodge,30229
814,2019,charger,dodge,43294
815,2019,charger,dodge,54309
816,2019,charger,dodge,52822
817,2019,charger,dodge,45554
818,2019,charger,dodge,37538
819,2019,charger,dodge,35153
820,2019,challenger,dodge,23783
821,2019,charger,dodge,30759
822,2019,caravan,dodge,38922
823,2012,door,dodge,165836
824,2019,durango,dodge,19235
825,2019,challenger,dodge,9445
826,2018,journey,dodge,19164
827,2018,caravan,dodge,54106
828,2017,challenger,dodge,32051
829,2017,journey,dodge,14870
830,2016,door,dodge,32294
831,2015,challenger,dodge,7250
832,2015,challenger,dodge,10145
